COMMUNE_CODE,PARC_2011,PARC_2022,evo_11_22
16157,0,0,
16158,0,3,inf
16160,0,1,inf
16163,0,2,inf
16165,0,2,inf
16166,1,24,2300.0
16167,1,22,2100.0
16168,0,1,inf
16169,0,1,inf
16170,0,1,inf
16171,0,2,inf
16173,0,1,inf
16174,0,2,inf
16175,0,1,inf
16176,0,3,inf
16180,0,0,
16181,0,1,inf
16183,0,2,inf
16186,0,2,inf
16187,1,7,600.0
16190,0,1,inf
16192,1,15,1400.0
16193,0,7,inf
16196,0,1,inf
16198,0,3,inf
16199,1,11,1000.0
16200,0,1,inf
16204,0,4,inf
16206,0,1,inf
16208,0,0,
16210,0,1,inf
16211,0,1,inf
16212,0,1,inf
16216,0,9,inf
16217,0,15,inf
16218,0,3,inf
16220,0,3,inf
16221,0,1,inf
16222,0,1,inf
16223,2,4,100.0
16224,0,1,inf
16230,0,6,inf
16231,0,0,
16232,0,5,inf
16233,1,1,0.0
16234,0,3,inf
16236,0,19,inf
16237,0,1,inf
16239,0,0,
16240,0,1,inf
16242,0,2,inf
16243,0,2,inf
16244,1,11,1000.0
16252,0,0,
16258,0,3,inf
16260,1,3,200.0
16263,0,1,inf
16264,0,0,
16269,0,3,inf
16271,0,4,inf
16273,0,1,inf
16275,0,1,inf
16277,0,2,inf
16280,1,7,600.0
16281,4,14,250.0
16283,1,0,-100.0
16285,0,2,inf
16286,1,4,300.0
16287,0,9,inf
16289,0,1,inf
16290,0,3,inf
16291,1,21,2000.0
16292,0,5,inf
16293,0,1,inf
16295,0,2,inf
16297,0,1,inf
16298,0,1,inf
16300,1,2,100.0
16301,0,1,inf
16304,0,6,inf
16308,0,0,
16312,0,2,inf
16315,0,2,inf
16316,0,1,inf
16317,0,1,inf
16320,0,1,inf
16321,0,1,inf
16323,0,2,inf
16325,0,2,inf
16329,0,2,inf
16330,1,6,500.0
16334,0,1,inf
16336,0,0,
16337,0,2,inf
16339,0,1,inf
16340,1,3,200.0
16341,1,5,400.0
16342,0,1,inf
16343,0,1,inf
16346,0,1,inf
16347,0,1,inf
16348,0,1,inf
16349,0,1,inf
16350,0,3,inf
16352,0,1,inf
16353,0,1,inf
16355,0,2,inf
16358,2,33,1550.0
16359,1,10,900.0
16360,0,1,inf
16363,0,1,inf
16366,1,8,700.0
16368,0,3,inf
16369,0,2,inf
16370,0,1,inf
16374,3,24,700.0
16379,0,5,inf
16382,0,2,inf
16383,0,2,inf
16385,1,3,200.0
16387,0,1,inf
16388,0,3,inf
16390,1,1,0.0
16393,0,4,inf
16395,0,2,inf
16399,1,3,200.0
16400,1,1,0.0
16402,0,1,inf
16405,0,2,inf
16406,0,2,inf
16408,0,3,inf
16409,0,2,inf
16412,1,1,0.0
16414,0,2,inf
16415,0,4,inf
16418,0,4,inf
16420,0,1,inf
16421,0,2,inf
16422,0,2,inf
16424,0,3,inf
16425,0,0,
16XXX,0,0,
17003,1,16,1500.0
17005,0,0,
17007,0,2,inf
17008,1,9,800.0
17009,0,2,inf
17010,2,35,1650.0
17011,0,1,inf
17012,0,1,inf
17015,0,2,inf
17016,0,1,inf
17017,0,0,
17018,1,3,200.0
17019,1,8,700.0
17020,0,4,inf
17021,2,22,1000.0
17022,0,0,
17023,0,1,inf
17024,2,4,100.0
17025,0,1,inf
17027,0,2,inf
17028,12,68,466.6666666666667
17030,0,0,
17031,0,1,inf
17032,0,7,inf
17033,0,1,inf
17035,0,1,inf
17036,0,1,inf
17037,0,2,inf
17039,0,1,inf
17041,0,4,inf
17042,0,1,inf
17043,0,5,inf
17044,0,3,inf
17045,0,7,inf
17046,0,2,inf
17050,0,1,inf
17051,4,35,775.0
17052,0,1,inf
17053,0,1,inf
17056,0,0,
17057,0,2,inf
17058,1,11,1000.0
17059,0,7,inf
17060,0,1,inf
17062,0,0,
17063,0,2,inf
17064,1,21,2000.0
17065,0,4,inf
17066,0,3,inf
17067,1,0,-100.0
17069,0,1,inf
17070,1,2,100.0
17072,0,0,
17073,0,5,inf
17074,0,2,inf
17075,0,3,inf
17077,0,2,inf
17079,1,3,200.0
17080,0,2,inf
17082,0,1,inf
17083,0,1,inf
17085,0,1,inf
17086,1,13,1200.0
17089,0,4,inf
17091,0,6,inf
17093,2,18,800.0
17094,8,41,412.5
17095,0,1,inf
17096,0,1,inf
17097,1,2,100.0
17098,0,1,inf
17099,0,1,inf
17100,0,3,inf
17101,1,1,0.0
17102,0,10,inf
17104,0,4,inf
17107,1,7,600.0
17108,0,1,inf
17109,1,10,900.0
17110,0,2,inf
17111,1,2,100.0
17112,0,2,inf
17113,0,3,inf
17114,0,1,inf
17115,1,1,0.0
17116,0,2,inf
17119,1,1,0.0
17120,0,4,inf
17121,2,18,800.0
17125,0,1,inf
17126,0,2,inf
17127,1,4,300.0
17128,0,3,inf
17129,0,5,inf
17131,1,10,900.0
17132,0,0,
17133,0,2,inf
17134,1,3,200.0
17136,1,4,300.0
17137,0,1,inf
17138,0,2,inf
17139,0,2,inf
17140,0,13,inf
17141,0,2,inf
17142,3,42,1300.0
17143,0,0,
17145,1,0,-100.0
17146,3,14,366.66666666666663
17147,0,1,inf
17148,0,2,inf
17151,1,5,400.0
17152,0,3,inf
17153,1,7,600.0
17154,0,4,inf
17155,2,10,400.0
17158,0,6,inf
17159,0,1,inf
17160,0,0,
17161,4,24,500.0
17163,1,0,-100.0
17164,1,19,1800.0
17166,0,2,inf
17168,3,21,600.0
17171,0,0,
17172,2,13,550.0
17174,0,3,inf
17175,0,0,
17179,1,8,700.0
17181,0,1,inf
17182,1,0,-100.0
17183,1,3,200.0
17184,0,0,
17185,1,6,500.0
17186,0,0,
17187,0,4,inf
17188,0,1,inf
17190,1,20,1900.0
17191,0,1,inf
17192,0,2,inf
17193,5,20,300.0
17194,3,12,300.0
17195,1,0,-100.0
17196,0,1,inf
17197,0,15,inf
17198,0,2,inf
17200,6,84,1300.0
17201,1,2,100.0
17202,0,1,inf
17203,0,3,inf
17204,0,0,
17205,0,1,inf
17207,1,8,700.0
17208,0,3,inf
17210,0,1,inf
17211,0,2,inf
17212,0,1,inf
17214,0,2,inf
17216,0,0,
17218,2,12,500.0
17219,0,24,inf
17220,0,3,inf
17221,0,1,inf
17222,1,19,1800.0
17224,2,4,100.0
17225,0,31,inf
17226,0,1,inf
17227,0,1,inf
17228,1,18,1700.0
17230,3,17,466.6666666666667
17231,0,1,inf
17232,0,4,inf
17233,0,0,
17235,2,1,-50.0
17236,2,7,250.0
17237,0,1,inf
17239,0,1,inf
17240,0,13,inf
17241,0,4,inf
17242,1,6,500.0
17243,0,5,inf
17244,0,1,inf
17245,0,5,inf
17246,1,1,0.0
17247,0,7,inf
17248,2,2,0.0
17249,0,2,inf
17252,1,3,200.0
17253,2,3,50.0
17255,0,4,inf
17257,1,2,100.0
17258,0,1,inf
17261,1,1,0.0
17262,1,3,200.0
17263,0,1,inf
17264,1,32,3100.0
17265,0,4,inf
17266,0,2,inf
17267,1,2,100.0
17269,0,3,inf
17270,0,1,inf
17271,0,1,inf
17273,0,4,inf
17274,11,99,800.0
17275,1,0,-100.0
17277,0,1,inf
17278,0,1,inf
17279,0,4,inf
17280,0,1,inf
17283,1,14,1300.0
17284,1,9,800.0
17285,1,2,100.0
17286,0,12,inf
17289,0,3,inf
17291,1,83,8200.0
17292,0,1,inf
17293,0,3,inf
17294,0,1,inf
17295,1,4,300.0
17296,0,4,inf
17297,3,42,1300.0
17298,0,1,inf
17299,14,89,535.7142857142857
17300,49,447,812.2448979591837
17302,0,4,inf
17303,0,2,inf
17304,0,1,inf
17305,0,2,inf
17306,27,127,370.3703703703704
17307,0,3,inf
17308,1,3,200.0
17309,0,1,inf
17310,1,2,100.0
17311,3,7,133.33333333333331
17312,0,2,inf
17315,1,5,400.0
17317,0,1,inf
17318,1,6,500.0
17320,0,0,
17321,1,0,-100.0
17322,1,1,0.0
17323,0,6,inf
17325,0,3,inf
17326,0,1,inf
17327,0,2,inf
17328,0,2,inf
17329,0,0,
17330,1,1,0.0
17331,0,6,inf
17333,7,50,614.2857142857143
17336,1,20,1900.0
17337,1,18,1700.0
17338,0,3,inf
17339,0,4,inf
17340,0,0,
17344,0,1,inf
17345,0,3,inf
17346,1,5,400.0
17347,3,22,633.3333333333333
17349,0,4,inf
17350,0,2,inf
17351,1,5,400.0
17353,1,9,800.0
17354,0,1,inf
17355,0,1,inf
17357,0,0,
17359,0,3,inf
17360,4,31,675.0
17362,0,1,inf
17363,0,3,inf
17364,0,1,inf
17365,0,1,inf
17367,0,1,inf
17369,1,26,2500.0
17373,0,9,inf
17374,0,1,inf
17375,0,1,inf
17376,1,10,900.0
17377,0,0,
17380,5,39,680.0
17382,0,2,inf
17383,0,1,inf
17385,4,41,925.0
17386,0,1,inf
17387,1,3,200.0
17388,0,1,inf
17389,0,2,inf
17390,0,1,inf
17391,3,16,433.3333333333333
17393,1,3,200.0
17394,1,0,-100.0
17395,0,2,inf
17396,2,1,-50.0
17397,0,9,inf
17398,0,1,inf
17400,0,1,inf
17403,0,1,inf
17404,0,2,inf
17405,0,1,inf
17406,0,3,inf
17407,0,20,inf
17408,0,3,inf
17409,3,35,1066.6666666666665
17411,0,7,inf
17412,0,1,inf
17413,0,6,inf
17414,3,14,366.66666666666663
17415,13,140,976.923076923077
17418,0,2,inf
17420,1,10,900.0
17421,3,20,566.6666666666667
17424,0,1,inf
17425,1,3,200.0
17426,0,1,inf
17427,0,1,inf
17429,0,3,inf
17430,0,1,inf
17431,0,2,inf
17432,0,2,inf
17434,3,18,500.0
17435,0,0,
17436,1,0,-100.0
17437,0,1,inf
17438,0,1,inf
17439,0,1,inf
17441,0,4,inf
17442,1,0,-100.0
17443,2,7,250.0
17444,0,1,inf
17445,0,1,inf
17446,0,1,inf
17447,1,3,200.0
17448,0,5,inf
17449,8,26,225.0
17450,0,3,inf
17451,0,1,inf
17452,2,26,1200.0
17453,0,4,inf
17455,0,0,
17457,1,4,300.0
17458,0,1,inf
17459,1,4,300.0
17460,1,3,200.0
17461,6,34,466.6666666666667
17462,0,6,inf
17463,0,9,inf
17464,0,1,inf
17465,0,2,inf
17466,0,10,inf
17467,0,1,inf
17469,1,2,100.0
17470,0,1,inf
17472,0,14,inf
17474,0,1,inf
17480,0,3,inf
17482,0,1,inf
17483,4,10,150.0
17484,1,3,200.0
17485,0,7,inf
17486,1,4,300.0
17XXX,0,1,inf
18001,0,1,inf
18002,0,0,
18003,0,4,inf
18004,1,11,1000.0
18005,0,6,inf
18011,1,5,400.0
18015,1,14,1300.0
18016,0,0,
18018,1,6,500.0
18020,0,4,inf
18022,1,1,0.0
18023,0,6,inf
18024,0,1,inf
18025,1,0,-100.0
18026,0,3,inf
18027,0,0,
18028,0,3,inf
18029,1,1,0.0
18030,2,2,0.0
18032,0,2,inf
18033,26,248,853.8461538461538
18034,0,0,
18036,0,0,
18037,2,1,-50.0
18039,0,3,inf
18040,1,0,-100.0
18041,1,0,-100.0
18046,0,1,inf
18047,0,1,inf
18050,1,10,900.0
18052,0,1,inf
18053,0,1,inf
18055,1,3,200.0
18057,1,0,-100.0
18058,2,3,50.0
18065,0,2,inf
18067,1,2,100.0
18073,0,1,inf
18074,0,1,inf
18075,0,1,inf
18077,0,1,inf
18079,0,2,inf
18081,0,0,
18082,0,1,inf
18083,0,1,inf
18085,1,0,-100.0
18086,0,1,inf
18087,0,7,inf
18089,1,1,0.0
18090,0,0,
18091,0,1,inf
18092,0,3,inf
18094,0,2,inf
18096,0,6,inf
18097,0,7,inf
18098,0,2,inf
18100,1,0,-100.0
18102,0,1,inf
18103,1,2,100.0
18105,0,1,inf
18107,0,1,inf
18108,1,7,600.0
18109,0,2,inf
18111,0,1,inf
18114,0,1,inf
18115,0,3,inf
18117,0,1,inf
18118,1,6,500.0
18119,0,1,inf
18120,0,3,inf
18121,0,1,inf
18122,1,1,0.0
18124,0,1,inf
18125,1,3,200.0
18126,0,9,inf
18127,0,2,inf
18129,1,2,100.0
18134,0,1,inf
18136,0,3,inf
18137,0,0,
18138,0,3,inf
18139,0,3,inf
18140,0,3,inf
18141,1,14,1300.0
18142,0,2,inf
18144,0,5,inf
18145,1,5,400.0
18146,0,0,
18148,3,10,233.33333333333334
18149,0,1,inf
18150,0,1,inf
18151,0,1,inf
18152,0,1,inf
18155,0,1,inf
18157,1,2,100.0
18158,0,1,inf
18159,1,5,400.0
18160,0,3,inf
18161,0,2,inf
18165,1,5,400.0
18166,0,1,inf
18167,0,1,inf
18170,0,2,inf
18172,0,1,inf
18173,0,1,inf
18174,0,2,inf
18175,0,3,inf
18176,0,2,inf
18177,0,1,inf
18178,0,1,inf
18179,1,4,300.0
18180,0,12,inf
18181,0,1,inf
18189,1,2,100.0
18190,0,1,inf
18191,0,1,inf
18194,0,2,inf
18195,0,1,inf
18197,2,18,800.0
18198,0,0,
18200,0,1,inf
18201,0,1,inf
18204,0,1,inf
18205,9,105,1066.6666666666665
18206,0,5,inf
18207,0,14,inf
18208,0,1,inf
18209,0,2,inf
18211,0,2,inf
18213,1,18,1700.0
18214,0,0,
18215,0,1,inf
18218,0,1,inf
18219,0,1,inf
18220,1,0,-100.0
18223,0,10,inf
18225,0,1,inf
18226,0,1,inf
18228,0,1,inf
18229,0,2,inf
18233,0,6,inf
18234,0,1,inf
18235,0,1,inf
18237,0,3,inf
18238,0,0,
18240,0,5,inf
18241,1,12,1100.0
18242,0,5,inf
18243,0,2,inf
18245,0,2,inf
18246,0,2,inf
18252,1,1,0.0
18253,0,1,inf
18254,0,3,inf
18255,1,5,400.0
18256,0,1,inf
18257,0,2,inf
18258,0,1,inf
18261,0,1,inf
18263,0,1,inf
18265,0,2,inf
18266,0,1,inf
18267,3,13,333.33333333333337
18269,0,2,inf
18270,0,1,inf
18271,0,5,inf
18272,0,1,inf
18273,0,0,
18274,0,4,inf
18275,0,1,inf
18278,0,1,inf
18279,12,54,350.0
18280,0,2,inf
18281,1,3,200.0
18285,1,2,100.0
18286,0,1,inf
18287,0,0,
18289,0,2,inf
18290,0,3,inf
19003,0,0,
19004,0,2,inf
19005,1,11,1000.0
19006,0,1,inf
19007,0,4,inf
19008,0,1,inf
19010,2,5,150.0
19011,0,10,inf
19013,2,4,100.0
19015,1,3,200.0
19016,0,0,
19018,0,1,inf
19023,0,1,inf
19024,0,3,inf
19026,0,2,inf
19028,1,8,700.0
19031,14,265,1792.8571428571427
19033,0,0,
19035,1,1,0.0
19036,0,2,inf
19037,0,2,inf
19038,0,7,inf
19039,0,1,inf
19041,1,1,0.0
19042,0,1,inf
19046,0,1,inf
19047,0,3,inf
19049,0,3,inf
19050,0,1,inf
19051,0,0,
19052,0,0,
19053,0,1,inf
19055,0,1,inf
19057,0,4,inf
19058,0,1,inf
19060,0,2,inf
19061,0,3,inf
19062,0,3,inf
19063,2,8,300.0
19066,1,5,400.0
19067,1,0,-100.0
19068,0,2,inf
19072,2,6,200.0
19073,1,2,100.0
19076,0,1,inf
19078,1,0,-100.0
19080,1,0,-100.0
19081,0,2,inf
19082,0,4,inf
19084,0,1,inf
19085,0,3,inf
19086,0,1,inf
19091,0,2,inf
19093,0,3,inf
19094,0,3,inf
19095,0,0,
19097,0,1,inf
19098,0,3,inf
19100,0,1,inf
19101,1,4,300.0
19102,0,1,inf
19105,0,1,inf
19107,2,2,0.0
19109,0,1,inf
19112,0,1,inf
19113,0,2,inf
19114,0,1,inf
19115,0,1,inf
19116,1,2,100.0
19117,0,0,
19118,0,3,inf
19119,0,1,inf
19120,0,2,inf
19121,0,7,inf
19123,5,43,760.0
19124,1,1,0.0
19125,0,1,inf
19129,0,3,inf
19130,0,2,inf
19131,0,1,inf
19133,1,0,-100.0
19134,0,2,inf
19136,1,4,300.0
19138,0,5,inf
19140,0,2,inf
19143,0,2,inf
19144,0,1,inf
19145,0,1,inf
19146,1,9,800.0
19147,1,5,400.0
19148,1,2,100.0
19151,0,3,inf
19152,0,2,inf
19153,0,18,inf
19156,0,1,inf
19159,0,0,
19161,0,1,inf
19163,0,1,inf
19164,0,2,inf
19167,0,1,inf
19170,0,1,inf
19172,0,0,
19173,0,3,inf
19174,0,1,inf
19176,0,2,inf
19180,0,2,inf
19182,0,0,
19186,0,1,inf
19187,0,2,inf
19188,0,1,inf
19191,0,3,inf
19192,0,2,inf
19194,0,3,inf
19196,0,2,inf
19201,0,1,inf
19202,1,8,700.0
19203,1,6,500.0
19206,0,1,inf
19207,1,0,-100.0
19211,0,1,inf
19213,0,1,inf
19214,0,2,inf
19216,0,0,
19219,0,0,
19220,0,1,inf
19221,1,0,-100.0
19222,0,2,inf
19223,0,1,inf
19226,0,0,
19227,0,1,inf
19229,1,22,2100.0
19230,0,1,inf
19234,0,1,inf
19235,0,1,inf
19236,0,2,inf
19237,0,3,inf
19238,0,1,inf
19241,0,1,inf
19243,0,1,inf
19244,0,1,inf
19246,0,8,inf
19248,0,2,inf
19249,0,1,inf
19251,0,1,inf
19252,0,1,inf
19255,1,11,1000.0
19256,1,1,0.0
19258,0,1,inf
19260,0,0,
19261,0,1,inf
19262,0,1,inf
19266,0,1,inf
19269,0,5,inf
19270,0,1,inf
19271,0,1,inf
19272,5,47,840.0
19273,0,3,inf
19274,1,25,2400.0
19275,2,23,1050.0
19276,1,3,200.0
19277,0,0,
19278,0,14,inf
19279,0,1,inf
19280,0,0,
19281,0,1,inf
19284,0,1,inf
19285,0,3,inf
19286,0,1,inf
19287,0,0,
19288,1,3,200.0
19289,0,1,inf
21001,0,2,inf
21003,0,19,inf
21004,0,2,inf
21005,1,4,300.0
21007,0,4,inf
21010,0,2,inf
21013,0,2,inf
21015,0,1,inf
21016,1,3,200.0
21017,0,2,inf
21021,0,13,inf
21023,1,3,200.0
21025,0,0,
21026,0,0,
21027,2,5,150.0
21028,1,0,-100.0
21031,0,0,
21033,0,0,
21036,0,1,inf
21037,0,1,inf
21038,2,9,350.0
21042,0,2,inf
21048,0,4,inf
21050,0,1,inf
21054,18,163,805.5555555555555
21056,1,3,200.0
21059,0,4,inf
21060,0,10,inf
21062,1,1,0.0
21065,0,1,inf
21066,0,1,inf
21067,0,2,inf
21070,0,2,inf
21071,1,2,100.0
21075,0,1,inf
21076,0,1,inf
21083,0,1,inf
21086,0,6,inf
21087,0,3,inf
21088,0,1,inf
21089,0,1,inf
21091,0,1,inf
21092,0,1,inf
21098,0,0,
21099,0,3,inf
21102,0,1,inf
21103,0,8,inf
21105,0,3,inf
21106,0,1,inf
21107,0,4,inf
21109,0,1,inf
21110,0,9,inf
21111,0,3,inf
21112,0,1,inf
21114,0,1,inf
21117,0,0,
21120,0,1,inf
21121,0,0,
21126,0,3,inf
21127,0,0,
21128,0,1,inf
21133,0,1,inf
21134,0,1,inf
21138,0,0,
21139,0,1,inf
21142,0,1,inf
21143,0,0,
21150,1,13,1200.0
21154,1,8,700.0
21161,0,0,
21162,0,3,inf
21166,20,134,570.0
21169,0,1,inf
21170,0,1,inf
21171,6,34,466.6666666666667
21173,0,9,inf
21175,0,1,inf
21177,0,0,
21179,0,2,inf
21182,0,1,inf
21183,0,1,inf
21185,0,1,inf
21186,0,4,inf
21189,0,2,inf
21190,1,2,100.0
21191,0,1,inf
21192,2,6,200.0
21193,1,2,100.0
21194,0,4,inf
21196,0,2,inf
21198,0,1,inf
21199,0,1,inf
21200,1,4,300.0
21201,0,0,
21202,0,1,inf
21205,0,1,inf
21207,0,1,inf
21209,0,10,inf
21210,0,3,inf
21212,0,1,inf
21218,0,1,inf
21219,0,1,inf
21220,0,1,inf
21223,1,17,1600.0
21227,0,1,inf
21230,1,0,-100.0
21231,88,625,610.2272727272727
21237,0,1,inf
21239,0,1,inf
21241,0,1,inf
21242,0,1,inf
21243,1,0,-100.0
21245,0,2,inf
21246,0,0,
21247,0,2,inf
21249,0,1,inf
21255,0,4,inf
21256,0,0,
21257,1,0,-100.0
21261,0,8,inf
21263,2,14,600.0
21264,0,1,inf
21265,1,5,400.0
21266,0,0,
21267,1,1,0.0
21268,0,1,inf
21272,0,2,inf
21273,0,8,inf
21274,0,0,
21277,0,6,inf
21278,6,84,1300.0
21284,1,1,0.0
21285,0,1,inf
21290,0,3,inf
21292,1,18,1700.0
21294,0,2,inf
21295,2,22,1000.0
21297,0,12,inf
21301,1,2,100.0
21305,0,2,inf
21306,0,0,
21307,0,1,inf
21312,0,0,
21315,1,11,1000.0
21317,1,11,1000.0
21319,1,2,100.0
21320,0,2,inf
21331,0,1,inf
21332,0,3,inf
21334,1,1,0.0
21336,0,1,inf
21337,0,4,inf
21339,0,0,
21340,0,2,inf
21342,0,2,inf
21343,1,0,-100.0
21345,1,0,-100.0
21346,0,1,inf
21347,0,2,inf
21349,0,6,inf
21351,0,2,inf
21352,1,4,300.0
21353,0,1,inf
21355,1,48,4700.0
21356,0,1,inf
21360,0,0,
21366,1,1,0.0
21367,0,1,inf
21368,0,2,inf
21370,2,3,50.0
21371,0,0,
21373,0,3,inf
21374,0,1,inf
21378,0,1,inf
21379,0,1,inf
21380,0,1,inf
21381,0,1,inf
21383,0,3,inf
21385,1,2,100.0
21386,0,2,inf
21387,0,2,inf
21388,0,3,inf
21389,0,1,inf
21390,5,44,780.0
21391,1,5,400.0
21393,0,1,inf
21394,0,2,inf
21397,0,1,inf
21399,0,0,
21401,0,1,inf
21403,0,1,inf
21404,0,2,inf
21405,1,2,100.0
21408,0,32,inf
21409,0,3,inf
21411,0,4,inf
21412,3,18,500.0
21416,0,8,inf
21419,0,1,inf
21423,0,6,inf
21425,1,8,700.0
21428,0,0,
21429,0,1,inf
21430,0,0,
21432,0,1,inf
21433,0,0,
21435,0,1,inf
21441,0,1,inf
21442,1,6,500.0
21446,0,0,
21452,1,9,800.0
21455,0,0,
21458,2,5,150.0
21459,0,1,inf
21461,0,1,inf
21462,0,2,inf
21464,3,40,1233.3333333333335
21466,1,0,-100.0
21468,0,1,inf
21469,0,3,inf
21473,1,3,200.0
21474,0,1,inf
21475,0,2,inf
21478,1,2,100.0
21480,0,3,inf
21481,0,11,inf
21485,2,6,200.0
21487,0,1,inf
21488,0,1,inf
21490,0,1,inf
21491,1,1,0.0
21492,0,7,inf
21493,0,3,inf
21494,0,1,inf
21496,0,1,inf
21497,0,2,inf
21500,0,3,inf
21501,0,7,inf
21502,0,1,inf
21504,0,1,inf
21505,0,1,inf
21506,0,2,inf
21508,1,1,0.0
21512,0,8,inf
21514,0,1,inf
21515,2,44,2100.0
21516,0,1,inf
21517,0,1,inf
21519,0,1,inf
21520,0,2,inf
21521,0,2,inf
21523,0,0,
21525,1,5,400.0
21527,0,1,inf
21529,0,1,inf
21531,0,1,inf
21532,0,8,inf
21533,0,1,inf
21534,3,4,33.33333333333333
21535,1,6,500.0
21537,0,1,inf
21538,1,0,-100.0
21540,6,69,1050.0
21541,0,1,inf
21542,0,1,inf
21545,1,2,100.0
21554,1,0,-100.0
21555,2,16,700.0
21556,1,1,0.0
21558,0,3,inf
21559,0,5,inf
21560,0,2,inf
21561,0,1,inf
21563,0,1,inf
21565,0,2,inf
21567,0,2,inf
21568,0,1,inf
21569,1,5,400.0
21570,0,1,inf
21573,0,2,inf
21575,1,1,0.0
21577,0,2,inf
21580,0,1,inf
21581,0,1,inf
21582,1,6,500.0
21583,0,1,inf
21584,0,3,inf
21585,0,2,inf
21586,1,5,400.0
21587,0,1,inf
21590,3,10,233.33333333333334
21591,1,2,100.0
21592,0,1,inf
21595,0,0,
21596,0,1,inf
21597,0,1,inf
21599,0,3,inf
21603,0,16,inf
21605,0,14,inf
21606,1,15,1400.0
21607,0,5,inf
21609,0,1,inf
21610,0,2,inf
21611,0,3,inf
21612,0,1,inf
21613,0,1,inf
21614,0,3,inf
21615,0,2,inf
21616,0,3,inf
21617,6,47,683.3333333333333
21618,1,1,0.0
21619,0,0,
21623,1,4,300.0
21624,0,1,inf
21630,0,1,inf
21631,0,1,inf
21632,1,2,100.0
21634,0,2,inf
21636,0,1,inf
21637,0,1,inf
21638,0,3,inf
21639,0,2,inf
21640,0,1,inf
21641,0,1,inf
21642,0,1,inf
21643,0,0,
21644,0,0,
21647,0,1,inf
21650,0,2,inf
21651,0,2,inf
21655,0,1,inf
21656,0,2,inf
21657,0,12,inf
21661,3,10,233.33333333333334
21663,1,5,400.0
21672,0,2,inf
21673,0,0,
21676,0,1,inf
21678,0,1,inf
21679,0,0,
21680,1,1,0.0
21681,0,0,
21684,0,6,inf
21685,0,1,inf
21686,0,1,inf
21688,0,0,
21691,1,1,0.0
21692,0,1,inf
21696,0,1,inf
21698,0,2,inf
21699,0,4,inf
21702,0,1,inf
21709,0,1,inf
21710,0,2,inf
21712,0,6,inf
21713,0,1,inf
21714,0,2,inf
21716,0,1,inf
22002,0,1,inf
22003,0,1,inf
22004,0,5,inf
22005,0,1,inf
22008,0,1,inf
22011,0,1,inf
22012,0,1,inf
22013,0,1,inf
22014,0,1,inf
22015,1,3,200.0
22016,0,1,inf
22020,0,6,inf
22021,0,2,inf
22023,0,0,
22025,0,4,inf
22028,0,2,inf
22029,0,1,inf
22030,0,1,inf
22031,1,2,100.0
22032,0,5,inf
22034,0,3,inf
22035,0,3,inf
22036,0,1,inf
22040,0,1,inf
22041,0,1,inf
22042,0,3,inf
22043,0,1,inf
22044,0,3,inf
22045,0,1,inf
22046,0,7,inf
22047,0,2,inf
22048,0,5,inf
22049,0,3,inf
22050,3,60,1900.0
22053,0,2,inf
22054,1,30,2900.0
22055,0,31,inf
22056,0,6,inf
22059,0,2,inf
22060,0,0,
22061,0,5,inf
22062,0,2,inf
22063,0,1,inf
22064,0,1,inf
22065,0,3,inf
22067,0,6,inf
22068,0,2,inf
22070,0,7,inf
22071,0,1,inf
22076,0,2,inf
22077,0,1,inf
22079,0,1,inf
22081,0,11,inf
22082,0,1,inf
22083,0,2,inf
22084,0,7,inf
22086,0,1,inf
22088,0,0,
22090,0,2,inf
22091,0,0,
22092,0,1,inf
22093,1,48,4700.0
22094,0,14,inf
22096,0,3,inf
22097,0,2,inf
22098,0,2,inf
22101,0,2,inf
22103,0,7,inf
22104,0,1,inf
22105,0,3,inf
22106,1,27,2600.0
22107,0,2,inf
22109,0,1,inf
22110,1,0,-100.0
22111,0,3,inf
22113,3,94,3033.333333333333
22114,0,1,inf
22116,0,2,inf
22117,0,2,inf
22118,1,14,1300.0
22119,0,2,inf
22121,0,2,inf
22124,0,1,inf
22127,0,6,inf
22128,0,2,inf
22134,2,19,850.0
22135,0,5,inf
22136,0,30,inf
22137,0,3,inf
22143,0,7,inf
22144,0,1,inf
22145,0,1,inf
22147,0,6,inf
22148,0,1,inf
22149,0,1,inf
22150,0,1,inf
22152,0,2,inf
22155,0,1,inf
22157,1,3,200.0
22158,0,4,inf
22161,1,3,200.0
22162,0,24,inf
22163,1,1,0.0
22164,0,5,inf
22166,0,7,inf
22168,2,41,1950.0
22171,0,12,inf
22172,0,6,inf
22174,0,4,inf
22175,0,2,inf
22176,0,11,inf
22177,0,1,inf
22178,0,2,inf
22179,0,7,inf
22180,1,2,100.0
22181,0,1,inf
22182,0,8,inf
22183,1,7,600.0
22184,1,1,0.0
22185,1,2,100.0
22186,0,17,inf
22187,6,98,1533.3333333333335
22188,0,2,inf
22189,0,1,inf
22190,0,12,inf
22193,0,0,
22194,0,10,inf
22195,0,8,inf
22196,0,4,inf
22197,0,10,inf
22198,0,13,inf
22199,0,2,inf
22200,0,1,inf
22201,0,3,inf
22202,0,1,inf
22203,0,8,inf
22206,0,3,inf
22207,0,8,inf
22208,0,2,inf
22209,0,11,inf
22210,0,8,inf
22211,0,11,inf
22213,1,11,1000.0
22214,0,6,inf
22215,2,25,1150.0
22218,0,3,inf
22219,1,5,400.0
22220,0,2,inf
22221,0,4,inf
22222,0,11,inf
22223,0,3,inf
22224,0,6,inf
