COMMUNE_CODE,Diesel,Diesel HNR,Electrique et hydrogène,Essence,Essence HNR,Gaz et inconnu,Hybride rechargeable,part_essence,part_diesel,part_electrique,carburant_dominant
30207,316.0,2.0,8.0,168.0,6.0,1.0,5.0,33.201581027667984,62.450592885375485,1.5810276679841897,diesel
30208,22.0,1.0,0.0,4.0,0.0,1.0,0.0,14.285714285714285,78.57142857142857,0.0,diesel
30209,1480.0,10.0,33.0,1265.0,54.0,20.0,23.0,43.84748700173311,51.2998266897747,1.1438474870017332,diesel
30210,1340.0,4.0,15.0,701.0,32.0,16.0,6.0,33.15988647114475,63.386944181646165,0.7095553453169348,diesel
30211,1548.0,6.0,33.0,896.0,32.0,9.0,17.0,35.26170798898072,60.92089728453365,1.2987012987012987,diesel
30212,882.0,2.0,18.0,580.0,17.0,6.0,9.0,38.30911492734479,58.2562747688243,1.1889035667107,diesel
30213,12.0,1.0,0.0,3.0,0.0,1.0,0.0,17.647058823529413,70.58823529411765,0.0,diesel
30214,889.0,7.0,11.0,409.0,25.0,7.0,5.0,30.229120473022913,65.70583887657058,0.8130081300813009,diesel
30215,188.0,0.0,1.0,107.0,3.0,0.0,1.0,35.66666666666667,62.66666666666667,0.33333333333333337,diesel
30216,294.0,0.0,2.0,225.0,9.0,5.0,0.0,42.05607476635514,54.953271028037385,0.3738317757009346,diesel
30217,2959.0,11.0,86.0,2311.0,114.0,28.0,34.0,41.69222442720548,53.38264477719646,1.5515064044741116,diesel
30218,105.0,0.0,5.0,58.0,1.0,0.0,1.0,34.11764705882353,61.76470588235294,2.941176470588235,diesel
30219,35.0,0.0,1.0,24.0,1.0,0.0,0.0,39.34426229508197,57.377049180327866,1.639344262295082,diesel
30220,97.0,0.0,0.0,51.0,3.0,2.0,0.0,33.33333333333333,63.39869281045751,0.0,diesel
30221,2059.0,5.0,26.0,1227.0,47.0,18.0,17.0,36.09885260370697,60.576640188290675,0.7649308620182407,diesel
30222,82.0,0.0,5.0,58.0,2.0,1.0,1.0,38.92617449664429,55.033557046979865,3.3557046979865772,diesel
30223,1818.0,7.0,24.0,1075.0,42.0,12.0,17.0,35.89315525876461,60.70116861435726,0.8013355592654423,diesel
30224,250.0,3.0,4.0,160.0,4.0,3.0,1.0,37.64705882352941,58.82352941176471,0.9411764705882352,diesel
30225,695.0,3.0,11.0,488.0,17.0,9.0,9.0,39.61038961038961,56.41233766233766,0.8928571428571428,diesel
30226,572.0,4.0,12.0,334.0,10.0,9.0,4.0,35.34391534391534,60.52910052910053,1.2698412698412698,diesel
30227,1107.0,4.0,13.0,793.0,22.0,6.0,10.0,40.56265984654732,56.62404092071611,0.6649616368286445,diesel
30228,726.0,4.0,10.0,405.0,35.0,7.0,4.0,34.005037783375315,60.957178841309826,0.8396305625524769,diesel
30229,263.0,2.0,6.0,152.0,2.0,1.0,1.0,35.597189695550355,61.59250585480094,1.405152224824356,diesel
30230,224.0,0.0,4.0,164.0,7.0,5.0,2.0,40.39408866995074,55.172413793103445,0.9852216748768473,diesel
30231,124.0,0.0,0.0,89.0,3.0,4.0,0.0,40.45454545454545,56.36363636363636,0.0,diesel
30232,180.0,1.0,4.0,130.0,4.0,2.0,2.0,40.24767801857585,55.72755417956656,1.238390092879257,diesel
30233,259.0,1.0,6.0,130.0,6.0,0.0,0.0,32.33830845771145,64.42786069651741,1.4925373134328357,diesel
30234,112.0,1.0,2.0,49.0,3.0,2.0,0.0,28.994082840236686,66.27218934911244,1.183431952662722,diesel
30235,332.0,1.0,5.0,194.0,9.0,1.0,2.0,35.661764705882355,61.029411764705884,0.9191176470588236,diesel
30236,44.0,1.0,1.0,30.0,4.0,0.0,0.0,37.5,55.00000000000001,1.25,diesel
30237,259.0,1.0,5.0,165.0,6.0,3.0,0.0,37.58542141230068,58.997722095671975,1.1389521640091116,diesel
30238,33.0,0.0,0.0,14.0,2.0,0.0,0.0,28.57142857142857,67.3469387755102,0.0,diesel
30239,219.0,0.0,3.0,129.0,1.0,4.0,0.0,36.235955056179776,61.51685393258427,0.8426966292134831,diesel
30240,157.0,0.0,1.0,82.0,4.0,0.0,1.0,33.46938775510204,64.08163265306122,0.40816326530612246,diesel
30241,733.0,4.0,14.0,449.0,17.0,10.0,1.0,36.56351791530945,59.69055374592834,1.1400651465798046,diesel
30242,74.0,0.0,2.0,44.0,0.0,0.0,0.0,36.666666666666664,61.66666666666667,1.6666666666666667,diesel
30243,2715.0,11.0,58.0,1852.0,82.0,16.0,22.0,38.94028595458368,57.08578637510513,1.2195121951219512,diesel
30244,151.0,1.0,5.0,68.0,3.0,1.0,1.0,29.565217391304348,65.65217391304347,2.1739130434782608,diesel
30245,283.0,0.0,3.0,208.0,12.0,1.0,3.0,40.78431372549019,55.490196078431374,0.5882352941176471,diesel
30246,44.0,0.0,1.0,28.0,0.0,0.0,0.0,38.35616438356164,60.273972602739725,1.36986301369863,diesel
30247,126.0,0.0,2.0,84.0,3.0,0.0,1.0,38.88888888888889,58.333333333333336,0.9259259259259258,diesel
30248,191.0,1.0,2.0,98.0,2.0,4.0,1.0,32.77591973244147,63.87959866220736,0.6688963210702341,diesel
30249,291.0,3.0,6.0,191.0,14.0,2.0,4.0,37.37769080234833,56.94716242661448,1.1741682974559686,diesel
30250,162.0,2.0,1.0,92.0,11.0,9.0,1.0,33.093525179856115,58.27338129496403,0.3597122302158274,diesel
30251,192.0,0.0,3.0,127.0,4.0,2.0,2.0,38.484848484848484,58.18181818181818,0.9090909090909091,diesel
30252,112.0,0.0,6.0,55.0,4.0,1.0,0.0,30.89887640449438,62.92134831460674,3.3707865168539324,diesel
30253,464.0,2.0,4.0,253.0,10.0,6.0,0.0,34.23545331529093,62.78755074424899,0.5412719891745602,diesel
30254,806.0,6.0,12.0,494.0,23.0,10.0,4.0,36.457564575645755,59.483394833948346,0.8856088560885609,diesel
30255,1234.0,3.0,21.0,601.0,28.0,4.0,7.0,31.66491043203372,65.01580611169653,1.106427818756586,diesel
30256,362.0,2.0,4.0,257.0,8.0,3.0,2.0,40.28213166144201,56.739811912225704,0.6269592476489028,diesel
30257,770.0,5.0,10.0,459.0,24.0,1.0,8.0,35.94361785434612,60.297572435395466,0.7830853563038371,diesel
30258,5887.0,21.0,61.0,2347.0,111.0,19.0,45.0,27.64103168060299,69.33223413025557,0.7184077258273466,diesel
30259,1879.0,12.0,32.0,1270.0,45.0,18.0,22.0,38.743136058572304,57.32153752287981,0.9762050030506406,diesel
30260,391.0,3.0,11.0,241.0,13.0,2.0,8.0,36.02391629297459,58.445440956651716,1.6442451420029895,diesel
30261,94.0,1.0,0.0,70.0,7.0,1.0,2.0,40.0,53.714285714285715,0.0,diesel
30262,88.0,1.0,1.0,86.0,7.0,1.0,1.0,46.48648648648649,47.56756756756757,0.5405405405405406,diesel
30263,1496.0,2.0,15.0,934.0,25.0,16.0,10.0,37.389911929543636,59.887910328262606,0.600480384307446,diesel
30264,68.0,1.0,1.0,28.0,0.0,0.0,0.0,28.57142857142857,69.38775510204081,1.0204081632653061,diesel
30265,109.0,0.0,0.0,63.0,3.0,1.0,1.0,35.59322033898305,61.5819209039548,0.0,diesel
30266,389.0,0.0,8.0,230.0,9.0,4.0,5.0,35.65891472868217,60.310077519379846,1.2403100775193798,diesel
30267,227.0,2.0,5.0,118.0,4.0,3.0,1.0,32.77777777777778,63.05555555555556,1.3888888888888888,diesel
30268,266.0,1.0,3.0,131.0,4.0,2.0,0.0,32.186732186732186,65.35626535626535,0.7371007371007371,diesel
30269,889.0,2.0,11.0,669.0,16.0,7.0,5.0,41.83864915572232,55.5972482801751,0.6879299562226392,diesel
30270,585.0,1.0,8.0,357.0,22.0,9.0,5.0,36.17021276595745,59.27051671732523,0.8105369807497468,diesel
30271,326.0,1.0,4.0,160.0,5.0,1.0,2.0,32.06412825651302,65.33066132264528,0.8016032064128256,diesel
30272,76.0,0.0,1.0,46.0,0.0,5.0,0.0,35.9375,59.375,0.78125,diesel
30273,662.0,2.0,10.0,285.0,9.0,2.0,10.0,29.081632653061224,67.55102040816327,1.0204081632653061,diesel
30274,1365.0,5.0,27.0,884.0,42.0,5.0,10.0,37.81009409751925,58.38323353293413,1.1548331907613345,diesel
30275,106.0,2.0,5.0,71.0,1.0,2.0,0.0,37.967914438502675,56.68449197860963,2.6737967914438503,diesel
30276,1501.0,4.0,15.0,898.0,41.0,10.0,12.0,36.19508262797259,60.499798468359536,0.6045949214026602,diesel
30277,228.0,0.0,3.0,137.0,9.0,1.0,6.0,35.67708333333333,59.375,0.78125,diesel
30278,1164.0,8.0,29.0,681.0,42.0,11.0,11.0,34.99486125385406,59.815005138746145,1.4902363823227132,diesel
30279,304.0,0.0,4.0,194.0,5.0,3.0,2.0,37.890625,59.375,0.78125,diesel
30280,158.0,0.0,1.0,76.0,1.0,2.0,0.0,31.932773109243694,66.38655462184873,0.42016806722689076,diesel
30281,668.0,4.0,18.0,395.0,20.0,5.0,9.0,35.299374441465595,59.696157283288656,1.6085790884718498,diesel
30282,381.0,2.0,3.0,173.0,9.0,3.0,2.0,30.19197207678883,66.49214659685863,0.5235602094240838,diesel
30283,73.0,0.0,0.0,51.0,2.0,1.0,0.0,40.15748031496063,57.48031496062992,0.0,diesel
30284,1621.0,7.0,25.0,1072.0,38.0,10.0,10.0,38.519583183614806,58.24649658641754,0.8983111749910169,diesel
30285,308.0,2.0,0.0,154.0,6.0,3.0,5.0,32.21757322175732,64.43514644351464,0.0,diesel
30286,310.0,1.0,9.0,212.0,14.0,5.0,0.0,38.475499092558984,56.26134301270418,1.6333938294010888,diesel
30287,286.0,1.0,5.0,189.0,6.0,2.0,6.0,38.18181818181819,57.77777777777777,1.0101010101010102,diesel
30288,490.0,0.0,7.0,275.0,14.0,1.0,3.0,34.810126582278485,62.0253164556962,0.8860759493670887,diesel
30289,30.0,0.0,2.0,23.0,0.0,0.0,2.0,40.35087719298245,52.63157894736842,3.508771929824561,diesel
30290,849.0,2.0,18.0,494.0,28.0,5.0,11.0,35.11016346837243,60.3411513859275,1.279317697228145,diesel
30291,123.0,0.0,2.0,75.0,0.0,1.0,0.0,37.3134328358209,61.19402985074627,0.9950248756218906,diesel
30292,241.0,1.0,2.0,106.0,5.0,2.0,2.0,29.526462395543174,67.1309192200557,0.5571030640668524,diesel
30293,152.0,4.0,3.0,97.0,3.0,1.0,1.0,37.16475095785441,58.23754789272031,1.1494252873563218,diesel
30294,2066.0,14.0,40.0,1541.0,63.0,13.0,29.0,40.91874668082846,54.85926712692512,1.0621348911311737,diesel
30295,1171.0,6.0,25.0,887.0,40.0,6.0,15.0,41.25581395348837,54.46511627906977,1.1627906976744187,diesel
30296,76.0,0.0,1.0,45.0,1.0,2.0,0.0,36.0,60.8,0.8,diesel
30297,107.0,0.0,0.0,45.0,3.0,1.0,1.0,28.662420382165603,68.15286624203821,0.0,diesel
30298,195.0,1.0,1.0,116.0,9.0,2.0,2.0,35.58282208588957,59.8159509202454,0.3067484662576687,diesel
30299,459.0,3.0,9.0,389.0,23.0,3.0,9.0,43.463687150837984,51.28491620111731,1.005586592178771,diesel
30300,250.0,3.0,5.0,118.0,6.0,3.0,2.0,30.490956072351423,64.59948320413437,1.2919896640826873,diesel
30301,114.0,0.0,1.0,92.0,2.0,0.0,2.0,43.60189573459716,54.02843601895735,0.47393364928909953,diesel
30302,881.0,3.0,19.0,555.0,21.0,7.0,5.0,37.223340040241446,59.087860496311194,1.2743125419181758,diesel
30303,363.0,3.0,3.0,213.0,11.0,2.0,2.0,35.678391959798994,60.80402010050251,0.5025125628140703,diesel
30304,88.0,1.0,2.0,48.0,2.0,2.0,1.0,33.33333333333333,61.111111111111114,1.3888888888888888,diesel
30305,1338.0,9.0,26.0,891.0,24.0,17.0,10.0,38.488120950323975,57.796976241900644,1.123110151187905,diesel
30306,225.0,1.0,5.0,137.0,5.0,3.0,3.0,36.147757255936675,59.36675461741425,1.3192612137203166,diesel
30307,902.0,3.0,2.0,444.0,13.0,3.0,2.0,32.432432432432435,65.88750913075238,0.1460920379839299,diesel
30308,327.0,0.0,5.0,249.0,11.0,1.0,2.0,41.84873949579832,54.957983193277315,0.8403361344537815,diesel
30309,145.0,1.0,3.0,81.0,4.0,0.0,1.0,34.46808510638298,61.702127659574465,1.276595744680851,diesel
30310,141.0,0.0,1.0,72.0,1.0,2.0,0.0,33.17972350230415,64.97695852534562,0.4608294930875576,diesel
30311,726.0,4.0,10.0,423.0,15.0,10.0,5.0,35.45683151718357,60.85498742665549,0.8382229673093042,diesel
30312,728.0,2.0,23.0,541.0,30.0,10.0,8.0,40.312965722801785,54.24739195230999,1.713859910581222,diesel
30313,328.0,0.0,2.0,169.0,11.0,4.0,3.0,32.688588007736946,63.44294003868471,0.3868471953578337,diesel
30314,114.0,0.0,2.0,47.0,1.0,0.0,0.0,28.65853658536585,69.51219512195121,1.2195121951219512,diesel
30315,781.0,7.0,17.0,561.0,24.0,7.0,7.0,39.95726495726496,55.62678062678062,1.2108262108262107,diesel
30316,96.0,2.0,0.0,85.0,0.0,0.0,0.0,46.44808743169399,52.459016393442624,0.0,diesel
30317,749.0,2.0,12.0,386.0,20.0,4.0,3.0,32.82312925170068,63.69047619047619,1.0204081632653061,diesel
30318,94.0,1.0,4.0,59.0,4.0,0.0,1.0,36.19631901840491,57.668711656441715,2.4539877300613497,diesel
30319,218.0,1.0,8.0,134.0,5.0,0.0,2.0,36.41304347826087,59.2391304347826,2.1739130434782608,diesel
30320,81.0,0.0,1.0,40.0,4.0,1.0,0.0,31.496062992125985,63.77952755905512,0.7874015748031495,diesel
30321,1748.0,4.0,47.0,995.0,48.0,14.0,21.0,34.584636774417795,60.75773375043448,1.6336461591936045,diesel
30322,111.0,0.0,0.0,75.0,2.0,2.0,0.0,39.473684210526315,58.42105263157895,0.0,diesel
30323,56.0,1.0,0.0,28.0,0.0,0.0,0.0,32.94117647058823,65.88235294117646,0.0,diesel
30324,371.0,0.0,5.0,220.0,7.0,3.0,4.0,36.0655737704918,60.81967213114754,0.819672131147541,diesel
30325,679.0,1.0,3.0,411.0,10.0,4.0,0.0,37.09386281588448,61.281588447653434,0.2707581227436823,diesel
30326,715.0,2.0,19.0,533.0,27.0,0.0,8.0,40.87423312883436,54.831288343558285,1.4570552147239262,diesel
30327,23.0,0.0,0.0,18.0,0.0,0.0,0.0,43.90243902439025,56.09756097560976,0.0,diesel
30328,464.0,2.0,10.0,264.0,7.0,5.0,2.0,35.0132625994695,61.53846153846154,1.3262599469496021,diesel
30329,175.0,0.0,5.0,120.0,3.0,2.0,0.0,39.34426229508197,57.377049180327866,1.639344262295082,diesel
30330,391.0,4.0,4.0,260.0,11.0,3.0,9.0,38.12316715542522,57.33137829912024,0.5865102639296188,diesel
30331,735.0,2.0,11.0,543.0,23.0,2.0,4.0,41.13636363636364,55.68181818181818,0.8333333333333334,diesel
30332,31.0,0.0,0.0,20.0,1.0,0.0,0.0,38.46153846153847,59.61538461538461,0.0,diesel
30333,1777.0,13.0,25.0,1105.0,59.0,23.0,10.0,36.68658698539177,58.997343957503325,0.8300132802124833,diesel
30334,2917.0,9.0,48.0,2401.0,141.0,21.0,48.0,42.99015219337512,52.22918531781558,0.8594449418084155,diesel
30335,70.0,0.0,0.0,17.0,0.0,1.0,0.0,19.318181818181817,79.54545454545455,0.0,diesel
30336,502.0,1.0,14.0,327.0,11.0,4.0,2.0,37.97909407665505,58.30429732868757,1.6260162601626018,diesel
30337,184.0,1.0,6.0,95.0,3.0,4.0,1.0,32.31292517006803,62.585034013605444,2.0408163265306123,diesel
30338,49.0,0.0,1.0,27.0,3.0,0.0,0.0,33.75,61.25000000000001,1.25,diesel
30339,577.0,0.0,1.0,302.0,7.0,16.0,2.0,33.370165745856355,63.75690607734806,0.11049723756906078,diesel
30340,289.0,1.0,9.0,146.0,10.0,2.0,4.0,31.670281995661604,62.68980477223427,1.9522776572668112,diesel
30341,4849.0,24.0,60.0,2227.0,99.0,26.0,53.0,30.348868901608068,66.08067593349686,0.8176614881439084,diesel
30342,591.0,2.0,12.0,356.0,24.0,4.0,5.0,35.8148893360161,59.45674044265593,1.2072434607645874,diesel
30343,227.0,3.0,2.0,138.0,6.0,3.0,0.0,36.41160949868074,59.894459102902374,0.5277044854881267,diesel
30344,2028.0,14.0,43.0,1307.0,85.0,25.0,23.0,37.07801418439716,57.53191489361702,1.2198581560283688,diesel
30345,142.0,1.0,1.0,83.0,4.0,2.0,0.0,35.622317596566525,60.94420600858369,0.4291845493562232,diesel
30346,741.0,4.0,10.0,447.0,30.0,0.0,7.0,36.077481840193705,59.80629539951574,0.8071025020177561,diesel
30347,571.0,0.0,6.0,319.0,24.0,8.0,3.0,34.26423200859291,61.33190118152524,0.644468313641246,diesel
30348,727.0,4.0,19.0,500.0,22.0,7.0,14.0,38.669760247486465,56.22583139984532,1.4694508894044858,diesel
30349,223.0,0.0,4.0,117.0,4.0,4.0,1.0,33.14447592067989,63.172804532577906,1.13314447592068,diesel
30350,1359.0,7.0,17.0,955.0,24.0,13.0,5.0,40.12605042016807,57.10084033613445,0.7142857142857143,diesel
30351,3536.0,29.0,131.0,4226.0,252.0,34.0,81.0,50.983230787791044,42.65894559054168,1.5804077693328509,essence
30352,712.0,4.0,13.0,490.0,28.0,5.0,8.0,38.88888888888889,56.507936507936506,1.0317460317460316,diesel
30353,23.0,0.0,0.0,15.0,0.0,0.0,0.0,39.473684210526315,60.526315789473685,0.0,diesel
30354,67.0,0.0,4.0,56.0,2.0,2.0,0.0,42.74809160305343,51.14503816793893,3.0534351145038165,diesel
30355,403.0,2.0,5.0,250.0,13.0,2.0,1.0,36.98224852071006,59.61538461538461,0.7396449704142012,diesel
30356,1003.0,5.0,17.0,747.0,57.0,9.0,6.0,40.509761388286336,54.39262472885032,0.9219088937093275,diesel
30XXX,15.0,0.0,0.0,6.0,0.0,0.0,0.0,28.57142857142857,71.42857142857143,0.0,diesel
31001,45.0,0.0,1.0,26.0,0.0,1.0,0.0,35.61643835616438,61.64383561643836,1.36986301369863,diesel
31002,112.0,0.0,6.0,53.0,1.0,1.0,0.0,30.63583815028902,64.73988439306359,3.4682080924855487,diesel
31003,446.0,3.0,13.0,364.0,20.0,3.0,13.0,42.22737819025522,51.74013921113689,1.5081206496519721,diesel
31004,1055.0,8.0,49.0,670.0,23.0,10.0,8.0,36.752605595172795,57.87164015359297,2.687877125617115,diesel
31005,137.0,0.0,0.0,53.0,3.0,1.0,0.0,27.31958762886598,70.61855670103093,0.0,diesel
31006,105.0,1.0,1.0,48.0,3.0,0.0,0.0,30.37974683544304,66.45569620253164,0.6329113924050633,diesel
31007,36.0,0.0,0.0,9.0,1.0,0.0,0.0,19.565217391304348,78.26086956521739,0.0,diesel
31008,124.0,1.0,1.0,59.0,0.0,0.0,0.0,31.891891891891895,67.02702702702703,0.5405405405405406,diesel
31009,31.0,0.0,2.0,22.0,0.0,0.0,0.0,40.0,56.36363636363636,3.6363636363636362,diesel
31010,54.0,0.0,0.0,19.0,2.0,1.0,1.0,24.675324675324674,70.12987012987013,0.0,diesel
31011,90.0,2.0,0.0,56.0,2.0,0.0,0.0,37.333333333333336,60.0,0.0,diesel
31012,49.0,0.0,0.0,22.0,0.0,1.0,0.0,30.555555555555557,68.05555555555556,0.0,diesel
31013,181.0,0.0,0.0,89.0,6.0,1.0,3.0,31.785714285714285,64.64285714285715,0.0,diesel
31014,27.0,0.0,0.0,18.0,0.0,1.0,0.0,39.130434782608695,58.69565217391305,0.0,diesel
31015,14.0,0.0,0.0,4.0,0.0,0.0,0.0,22.22222222222222,77.77777777777779,0.0,diesel
31017,42.0,0.0,0.0,20.0,0.0,2.0,0.0,31.25,65.625,0.0,diesel
31018,106.0,1.0,3.0,53.0,1.0,1.0,1.0,31.92771084337349,63.85542168674698,1.8072289156626504,diesel
31019,13.0,0.0,0.0,4.0,0.0,0.0,0.0,23.52941176470588,76.47058823529412,0.0,diesel
31020,387.0,2.0,2.0,250.0,12.0,8.0,3.0,37.65060240963856,58.28313253012048,0.30120481927710846,diesel
31021,59.0,1.0,1.0,30.0,2.0,3.0,1.0,30.927835051546392,60.824742268041234,1.0309278350515463,diesel
31022,2841.0,13.0,69.0,2338.0,132.0,15.0,35.0,42.95425316920816,52.19548043358442,1.2676832629064854,diesel
31023,165.0,0.0,2.0,72.0,1.0,3.0,0.0,29.629629629629626,67.90123456790124,0.823045267489712,diesel
31024,186.0,1.0,4.0,87.0,3.0,1.0,0.0,30.851063829787233,65.95744680851064,1.4184397163120568,diesel
31025,335.0,4.0,19.0,293.0,16.0,1.0,12.0,43.08823529411765,49.26470588235294,2.794117647058824,diesel
31026,481.0,4.0,6.0,188.0,13.0,5.0,0.0,26.97274031563845,69.01004304160688,0.860832137733142,diesel
31027,96.0,0.0,0.0,40.0,1.0,0.0,2.0,28.776978417266186,69.06474820143885,0.0,diesel
31028,400.0,2.0,5.0,237.0,11.0,7.0,1.0,35.74660633484163,60.33182503770739,0.7541478129713424,diesel
31029,131.0,1.0,8.0,67.0,4.0,2.0,0.0,31.455399061032864,61.502347417840376,3.755868544600939,diesel
31030,40.0,0.0,0.0,16.0,1.0,0.0,0.0,28.07017543859649,70.17543859649122,0.0,diesel
31031,291.0,1.0,1.0,156.0,6.0,1.0,5.0,33.839479392624725,63.1236442516269,0.21691973969631237,diesel
31032,2670.0,10.0,59.0,1998.0,117.0,29.0,33.0,40.642799023596424,54.312449145646866,1.2001627339300243,diesel
31033,4003.0,22.0,58.0,2195.0,104.0,40.0,42.0,33.95730198019802,61.92759900990099,0.8972772277227722,diesel
31034,113.0,1.0,4.0,57.0,3.0,1.0,0.0,31.843575418994412,63.128491620111724,2.2346368715083798,diesel
31035,1021.0,4.0,38.0,1051.0,67.0,14.0,19.0,47.4706413730804,46.115627822944894,1.7163504968383017,essence
31036,483.0,10.0,25.0,571.0,37.0,5.0,15.0,49.825479930191975,42.14659685863874,2.181500872600349,essence
31037,665.0,3.0,12.0,296.0,13.0,7.0,9.0,29.45273631840796,66.16915422885572,1.1940298507462688,diesel
31038,293.0,2.0,13.0,120.0,9.0,3.0,4.0,27.027027027027028,65.990990990991,2.9279279279279278,diesel
31039,33.0,1.0,0.0,18.0,2.0,0.0,1.0,32.72727272727273,60.0,0.0,diesel
31040,14.0,0.0,0.0,8.0,0.0,0.0,0.0,36.36363636363637,63.63636363636363,0.0,diesel
31041,51.0,0.0,0.0,27.0,0.0,0.0,0.0,34.61538461538461,65.38461538461539,0.0,diesel
31042,821.0,6.0,7.0,567.0,41.0,13.0,8.0,38.75598086124402,56.117566643882434,0.4784688995215311,diesel
31043,68.0,1.0,3.0,33.0,1.0,1.0,0.0,30.8411214953271,63.55140186915887,2.803738317757009,diesel
31044,6601.0,62.0,258.0,5793.0,392.0,71.0,177.0,43.380260596076084,49.43088213269433,1.9320053916429534,diesel
31045,217.0,1.0,0.0,95.0,2.0,1.0,0.0,30.063291139240505,68.67088607594937,0.0,diesel
31046,5.0,0.0,0.0,1.0,0.0,0.0,0.0,16.666666666666664,83.33333333333334,0.0,diesel
31047,36.0,0.0,1.0,15.0,0.0,0.0,0.0,28.846153846153843,69.23076923076923,1.9230769230769231,diesel
31048,1323.0,2.0,25.0,856.0,34.0,11.0,8.0,37.89287295263391,58.56573705179283,1.1066843736166445,diesel
31049,243.0,2.0,11.0,154.0,7.0,2.0,3.0,36.492890995260666,57.58293838862559,2.6066350710900474,diesel
31050,242.0,2.0,3.0,104.0,9.0,4.0,2.0,28.415300546448087,66.12021857923497,0.819672131147541,diesel
31051,219.0,1.0,6.0,88.0,7.0,1.0,1.0,27.24458204334365,67.80185758513932,1.8575851393188854,diesel
31052,734.0,4.0,35.0,375.0,18.0,13.0,9.0,31.565656565656564,61.784511784511785,2.9461279461279464,diesel
31053,419.0,0.0,15.0,354.0,20.0,9.0,14.0,42.59927797833935,50.42117930204573,1.8050541516245486,diesel
31054,65.0,0.0,3.0,39.0,3.0,1.0,1.0,34.82142857142857,58.03571428571429,2.6785714285714284,diesel
31055,86.0,0.0,0.0,42.0,2.0,0.0,0.0,32.30769230769231,66.15384615384615,0.0,diesel
31056,2315.0,13.0,64.0,2005.0,85.0,29.0,24.0,44.21168687982359,51.04740904079382,1.4112458654906286,diesel
31057,545.0,0.0,17.0,455.0,28.0,4.0,8.0,43.04635761589404,51.561021759697255,1.608325449385052,diesel
31058,53.0,0.0,1.0,27.0,0.0,1.0,2.0,32.142857142857146,63.095238095238095,1.1904761904761905,diesel
31059,63.0,0.0,1.0,17.0,0.0,2.0,0.0,20.481927710843372,75.90361445783132,1.2048192771084338,diesel
31060,60.0,0.0,1.0,24.0,0.0,0.0,0.0,28.235294117647058,70.58823529411765,1.1764705882352942,diesel
31061,91.0,0.0,5.0,50.0,1.0,2.0,2.0,33.11258278145696,60.264900662251655,3.3112582781456954,diesel
31062,42.0,0.0,2.0,12.0,0.0,0.0,1.0,21.052631578947366,73.68421052631578,3.508771929824561,diesel
31063,81.0,0.0,0.0,34.0,2.0,2.0,0.0,28.57142857142857,68.0672268907563,0.0,diesel
31064,16.0,0.0,0.0,12.0,0.0,0.0,0.0,42.857142857142854,57.14285714285714,0.0,diesel
31065,1273.0,6.0,26.0,575.0,30.0,20.0,3.0,29.746508018623903,65.85618210036213,1.345059493016037,diesel
31066,1666.0,6.0,34.0,882.0,38.0,12.0,10.0,33.30815709969788,62.91540785498489,1.283987915407855,diesel
31067,22.0,0.0,0.0,12.0,0.0,0.0,0.0,35.294117647058826,64.70588235294117,0.0,diesel
31068,9.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,75.0,0.0,diesel
31069,7798.0,93.0,201.0,6851.0,391.0,71.0,483.0,43.12059415911379,49.081067472306145,1.2651057401812689,diesel
31070,180.0,0.0,1.0,79.0,3.0,2.0,0.0,29.81132075471698,67.9245283018868,0.37735849056603776,diesel
31071,175.0,1.0,3.0,72.0,0.0,6.0,3.0,27.692307692307693,67.3076923076923,1.153846153846154,diesel
31072,37.0,0.0,0.0,27.0,0.0,0.0,0.0,42.1875,57.8125,0.0,diesel
31073,257.0,1.0,6.0,113.0,9.0,4.0,1.0,28.9002557544757,65.72890025575447,1.5345268542199488,diesel
31074,125.0,0.0,6.0,59.0,5.0,3.0,2.0,29.5,62.5,3.0,diesel
31075,497.0,3.0,30.0,270.0,17.0,5.0,13.0,32.33532934131736,59.52095808383233,3.592814371257485,diesel
31076,222.0,0.0,1.0,121.0,5.0,1.0,4.0,34.18079096045198,62.71186440677966,0.2824858757062147,diesel
31077,281.0,0.0,3.0,87.0,4.0,1.0,2.0,23.015873015873016,74.33862433862434,0.7936507936507936,diesel
31078,65.0,0.0,2.0,31.0,2.0,1.0,0.0,30.693069306930692,64.35643564356435,1.9801980198019802,diesel
31079,1900.0,11.0,48.0,1144.0,50.0,11.0,19.0,35.94093622368835,59.69211435752435,1.5080113100848256,diesel
31080,595.0,8.0,5.0,316.0,18.0,8.0,9.0,32.95099061522419,62.04379562043796,0.5213764337851928,diesel
31081,7.0,0.0,0.0,5.0,0.0,0.0,0.0,41.66666666666667,58.333333333333336,0.0,diesel
31082,424.0,2.0,11.0,253.0,10.0,2.0,1.0,35.98862019914652,60.31294452347083,1.5647226173541962,diesel
31083,113.0,0.0,1.0,48.0,1.0,3.0,1.0,28.74251497005988,67.66467065868264,0.5988023952095809,diesel
31084,474.0,1.0,8.0,220.0,7.0,2.0,2.0,30.81232492997199,66.38655462184873,1.1204481792717087,diesel
31085,117.0,0.0,0.0,50.0,1.0,2.0,0.0,29.411764705882355,68.82352941176471,0.0,diesel
31086,47.0,0.0,0.0,22.0,2.0,0.0,0.0,30.985915492957744,66.19718309859155,0.0,diesel
