COMMUNE_CODE,PARC_2011,PARC_2022,evo_11_22
02319,0,1,inf
02320,0,1,inf
02321,0,1,inf
02322,0,2,inf
02323,0,2,inf
02326,0,0,
02328,0,3,inf
02329,0,2,inf
02330,0,3,inf
02332,0,0,
02334,0,7,inf
02335,0,1,inf
02336,0,8,inf
02339,0,2,inf
02340,1,31,3000.0
02343,0,2,inf
02346,0,2,inf
02347,0,1,inf
02349,0,0,
02351,0,0,
02352,0,3,inf
02355,0,5,inf
02356,0,2,inf
02358,0,1,inf
02359,0,4,inf
02360,0,11,inf
02361,0,7,inf
02364,0,1,inf
02366,0,1,inf
02367,0,1,inf
02368,0,1,inf
02369,0,1,inf
02370,0,1,inf
02371,0,12,inf
02372,0,1,inf
02373,0,13,inf
02374,0,2,inf
02375,0,1,inf
02376,0,2,inf
02379,0,1,inf
02381,0,25,inf
02382,0,12,inf
02383,0,10,inf
02387,0,4,inf
02388,0,2,inf
02389,0,2,inf
02390,0,1,inf
02392,0,1,inf
02393,0,1,inf
02395,0,1,inf
02397,0,3,inf
02398,0,1,inf
02399,0,5,inf
02402,0,1,inf
02403,0,2,inf
02405,0,1,inf
02406,0,2,inf
02407,0,0,
02408,0,129,inf
02410,0,1,inf
02412,0,2,inf
02413,0,0,
02415,0,5,inf
02416,0,1,inf
02420,0,3,inf
02423,0,2,inf
02424,0,1,inf
02426,0,6,inf
02427,0,1,inf
02430,0,4,inf
02432,0,2,inf
02433,0,1,inf
02438,0,0,
02439,0,6,inf
02440,0,2,inf
02441,0,2,inf
02444,0,3,inf
02446,0,1,inf
02449,0,1,inf
02450,0,2,inf
02451,0,1,inf
02452,0,3,inf
02453,0,3,inf
02454,0,1,inf
02455,0,1,inf
02457,0,3,inf
02458,0,3,inf
02459,0,1,inf
02461,0,2,inf
02463,0,1,inf
02464,0,1,inf
02465,0,7,inf
02468,0,6,inf
02469,0,1,inf
02470,0,1,inf
02471,0,1,inf
02473,0,2,inf
02474,0,0,
02477,0,6,inf
02478,0,1,inf
02480,0,1,inf
02481,0,2,inf
02483,0,2,inf
02485,0,3,inf
02486,0,1,inf
02488,0,1,inf
02489,0,4,inf
02491,0,1,inf
02493,0,2,inf
02494,0,2,inf
02495,0,5,inf
02496,0,1,inf
02497,0,7,inf
02498,0,4,inf
02501,0,1,inf
02502,0,2,inf
02503,0,4,inf
02504,0,2,inf
02505,0,1,inf
02506,0,3,inf
02511,0,6,inf
02512,0,3,inf
02513,0,0,
02514,0,1,inf
02518,0,2,inf
02520,0,0,
02521,0,9,inf
02522,0,1,inf
02523,0,1,inf
02524,0,1,inf
02525,0,1,inf
02527,0,2,inf
02528,0,1,inf
02529,0,1,inf
02530,0,1,inf
02531,0,1,inf
02532,0,3,inf
02533,0,1,inf
02536,0,1,inf
02539,0,1,inf
02540,0,5,inf
02541,0,2,inf
02542,0,1,inf
02543,0,5,inf
02544,0,1,inf
02545,0,1,inf
02546,0,2,inf
02549,0,3,inf
02550,0,1,inf
02554,0,0,
02555,0,6,inf
02558,0,2,inf
02559,0,2,inf
02561,0,2,inf
02562,0,1,inf
02564,0,1,inf
02565,0,1,inf
02566,0,4,inf
02568,0,1,inf
02570,0,3,inf
02571,0,5,inf
02572,0,3,inf
02573,0,1,inf
02574,0,6,inf
02575,0,5,inf
02576,0,1,inf
02577,0,0,
02578,0,1,inf
02580,0,1,inf
02585,0,1,inf
02586,0,1,inf
02587,0,1,inf
02588,0,1,inf
02589,0,2,inf
02590,0,1,inf
02593,0,4,inf
02596,0,2,inf
02598,0,3,inf
02600,0,3,inf
02601,0,2,inf
02602,0,4,inf
02605,0,2,inf
02607,0,2,inf
02608,0,3,inf
02610,0,1,inf
02612,0,0,
02613,0,4,inf
02614,0,1,inf
02615,0,5,inf
02616,0,1,inf
02617,0,3,inf
02620,0,3,inf
02621,0,1,inf
02623,0,0,
02624,0,3,inf
02626,0,2,inf
02628,0,0,
02629,0,2,inf
02631,0,1,inf
02633,0,1,inf
02637,0,3,inf
02638,0,1,inf
02639,0,2,inf
02640,0,1,inf
02642,0,1,inf
02643,0,4,inf
02644,0,3,inf
02648,0,8,inf
02649,0,2,inf
02653,0,1,inf
02656,0,2,inf
02657,0,1,inf
02658,0,1,inf
02659,0,0,
02661,0,1,inf
02662,0,1,inf
02664,0,2,inf
02665,0,1,inf
02666,0,1,inf
02667,0,2,inf
02668,0,1,inf
02671,0,3,inf
02672,0,4,inf
02673,0,1,inf
02676,0,7,inf
02680,0,7,inf
02684,0,7,inf
02686,0,2,inf
02687,0,1,inf
02688,0,1,inf
02691,1,261,26000.0
02693,0,0,
02694,0,0,
02696,0,1,inf
02697,0,2,inf
02699,0,3,inf
02701,0,0,
02702,0,4,inf
02703,0,1,inf
02705,0,5,inf
02706,0,1,inf
02707,0,1,inf
02708,0,3,inf
02709,0,2,inf
02710,0,5,inf
02712,0,2,inf
02715,0,0,
02716,0,0,
02717,0,1,inf
02719,0,6,inf
02720,0,0,
02721,0,4,inf
02722,0,133,inf
02723,0,1,inf
02726,0,2,inf
02728,0,2,inf
02730,0,1,inf
02731,0,2,inf
02734,0,0,
02736,0,1,inf
02737,0,0,
02738,0,23,inf
02739,0,2,inf
02740,0,1,inf
02744,0,1,inf
02746,0,4,inf
02748,0,1,inf
02750,0,2,inf
02752,0,1,inf
02754,0,2,inf
02755,0,2,inf
02756,0,2,inf
02757,0,2,inf
02758,0,7,inf
02761,0,0,
02765,0,4,inf
02766,0,1,inf
02767,0,0,
02768,0,3,inf
02769,0,3,inf
02770,0,4,inf
02776,0,2,inf
02777,0,1,inf
02778,0,1,inf
02780,0,2,inf
02781,0,3,inf
02782,0,1,inf
02785,0,3,inf
02786,0,1,inf
02788,0,1,inf
02789,0,10,inf
02790,0,3,inf
02794,0,2,inf
02795,0,2,inf
02796,0,1,inf
02797,0,0,
02798,0,2,inf
02801,0,1,inf
02803,0,1,inf
02805,0,27,inf
02806,0,2,inf
02807,0,4,inf
02808,0,1,inf
02810,0,500,inf
02812,0,1,inf
02815,0,0,
02817,0,1,inf
02818,0,13,inf
02820,0,7,inf
02821,0,1,inf
02822,0,3,inf
02824,0,1,inf
02829,0,1,inf
02830,0,1,inf
02833,0,0,
02834,0,1,inf
03001,0,16,inf
03002,0,1,inf
03003,0,1,inf
03006,0,0,
03007,0,1,inf
03008,0,0,
03009,0,1,inf
03010,0,2,inf
03011,0,3,inf
03012,0,2,inf
03013,1,53,5200.0
03014,0,2,inf
03017,0,1,inf
03018,0,1,inf
03019,0,6,inf
03020,0,1,inf
03021,0,1,inf
03022,0,4,inf
03023,0,83,inf
03025,0,3,inf
03026,0,4,inf
03028,0,1,inf
03029,0,6,inf
03030,0,6,inf
03031,0,1,inf
03033,0,1,inf
03034,0,3,inf
03036,0,10,inf
03038,0,2,inf
03039,0,1,inf
03040,0,7,inf
03041,0,2,inf
03042,0,2,inf
03043,0,5,inf
03044,0,12,inf
03045,0,4,inf
03046,0,5,inf
03047,0,2,inf
03048,0,2,inf
03049,0,4,inf
03050,0,1,inf
03051,0,3,inf
03052,0,4,inf
03053,0,6,inf
03054,0,0,
03055,0,4,inf
03056,0,3,inf
03058,0,1,inf
03059,0,1,inf
03060,0,34,inf
03061,0,2,inf
03062,0,1,inf
03063,0,2,inf
03066,0,2,inf
03069,0,2,inf
03072,0,2,inf
03073,0,1,inf
03075,0,1,inf
03076,0,1,inf
03078,0,1,inf
03080,0,1,inf
03081,0,2,inf
03082,0,7,inf
03083,0,1,inf
03084,0,10,inf
03085,0,6,inf
03086,0,1,inf
03087,0,3,inf
03088,0,1,inf
03090,0,1,inf
03091,0,3,inf
03092,0,4,inf
03093,0,9,inf
03094,0,20,inf
03095,1,79,7800.0
03096,0,1,inf
03098,0,8,inf
03099,0,2,inf
03100,0,2,inf
03101,1,32,3100.0
03102,0,13,inf
03103,0,2,inf
03104,0,3,inf
03105,0,1,inf
03106,0,3,inf
03107,0,7,inf
03108,0,1,inf
03109,0,2,inf
03110,0,3,inf
03111,0,4,inf
03112,0,5,inf
03113,0,2,inf
03114,0,1,inf
03115,0,1,inf
03118,0,28,inf
03119,0,1,inf
03120,0,3,inf
03121,0,1,inf
03122,0,2,inf
03124,0,1,inf
03126,1,9,800.0
03127,0,4,inf
03128,0,8,inf
03129,0,2,inf
03130,0,2,inf
03131,0,3,inf
03132,0,3,inf
03133,0,1,inf
03134,0,4,inf
03135,0,3,inf
03138,0,10,inf
03140,0,4,inf
03141,0,1,inf
03142,0,1,inf
03143,0,0,
03144,0,1,inf
03145,0,4,inf
03147,0,1,inf
03148,0,1,inf
03149,0,3,inf
03150,0,0,
03152,0,1,inf
03154,0,1,inf
03155,0,4,inf
03156,0,6,inf
03157,0,7,inf
03158,0,3,inf
03159,0,0,
03160,0,2,inf
03161,0,2,inf
03162,0,0,
03163,0,3,inf
03164,0,0,
03165,0,6,inf
03166,0,1,inf
03167,0,2,inf
03168,0,4,inf
03170,0,1,inf
03173,0,3,inf
03174,0,7,inf
03176,0,1,inf
03180,0,2,inf
03182,0,0,
03183,0,2,inf
03184,0,4,inf
03185,3,114,3700.0
03186,0,4,inf
03187,0,6,inf
03189,0,0,
03190,0,89,inf
03194,0,1,inf
03195,0,14,inf
03197,0,4,inf
03198,0,1,inf
03200,0,14,inf
03202,0,3,inf
03204,0,1,inf
03205,0,0,
03206,0,1,inf
03209,0,2,inf
03210,0,2,inf
03211,0,8,inf
03212,0,7,inf
03213,0,1,inf
03214,0,1,inf
03215,0,2,inf
03217,0,5,inf
03218,0,2,inf
03219,0,3,inf
03220,0,3,inf
03221,0,0,
03223,0,3,inf
03224,0,0,
03225,0,1,inf
03226,0,1,inf
03227,0,2,inf
03229,0,5,inf
03230,0,1,inf
03233,0,1,inf
